Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Valuation_Multiple,Burn_Multiple,Layoff_Ratio,Runway_Health
19B0B972,HealthTech,2019,USA,Boston,Series B,33.51,125.64,5.39,5.34,6.2,269,126,143,Tier 2 (Mid-size VC),Low,Closed,23.30983302411874,11.89,0.4684,Moderado (6-18m)
09168D8C,Autonomous Vehicles,2019,France,Lyon,Series A,7.1,90.31,4.52,0.3,17.7,18,0,18,Tier 3 (Angel/Seed),High,Closed,19.980088495575224,0.8,0.0,Moderado (6-18m)
F2E0EF95,HealthTech,2022,India,Bengaluru,Series A,34.76,319.61,11.71,2.68,12.5,202,10,192,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,27.293766011955594,2.75,0.0495,Moderado (6-18m)
D67EFC09,EdTech,2018,India,Mumbai,Series C+,48.84,258.67,41.62,4.12,11.6,337,132,205,Tier 3 (Angel/Seed),Medium,Closed,6.215040845747238,1.19,0.3917,Moderado (6-18m)
100B03CD,Cybersecurity,2020,USA,Miami,Seed,1.34,27.27,3.88,0.41,2.6,36,0,36,Tier 3 (Angel/Seed),Low,Independent,7.028350515463917,1.27,0.0,Crítico (< 6m)
4305C742,HealthTech,2017,Singapore,Singapore,Seed,4.01,40.9,5.43,0.32,9.5,24,0,24,Tier 3 (Angel/Seed),Medium,Independent,7.532228360957643,0.71,0.0,Moderado (6-18m)
393A4017,Robotics,2018,USA,New York,Pre-IPO,62.63,242.32,11.64,4.18,14.6,213,0,213,Tier 2 (Mid-size VC),High,Independent,20.817869415807557,4.31,0.0,Moderado (6-18m)
F9ADAB62,HealthTech,2020,USA,Austin,Series B,28.09,216.1,13.3,2.49,10.8,190,78,112,Tier 3 (Angel/Seed),Low,Independent,16.24812030075188,2.25,0.4105,Moderado (6-18m)
0052137D,EdTech,2021,Germany,Munich,Seed,1.63,20.38,1.78,0.46,2.9,29,0,29,Tier 3 (Angel/Seed),Medium,Independent,11.44943820224719,3.1,0.0,Crítico (< 6m)
E65E3C10,Robotics,2019,India,Hyderabad,Seed,0.74,20.88,1.07,0.35,1.6,26,16,10,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),19.514018691588785,3.93,0.6154,Crítico (< 6m)
84904F61,FinTech,2018,USA,Boston,Series A,6.15,37.35,1.78,0.6,8.8,46,0,46,Tier 2 (Mid-size VC),High,Acquired,20.98314606741573,4.04,0.0,Moderado (6-18m)
E5839506,Cybersecurity,2022,China,Shanghai,Series B,35.8,377.1,21.21,4.98,7.0,272,93,179,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired,17.77934936350778,2.82,0.3419,Moderado (6-18m)
AB337985,HealthTech,2015,China,Hangzhou,Series B,13.33,127.98,4.37,0.53,21.2,29,0,29,Tier 2 (Mid-size VC),High,Independent,29.28604118993135,1.46,0.0,Saludable (> 18m)
EBA2C98E,ClimateTech,2021,China,Shanghai,Series A,2.15,37.1,1.31,0.46,3.8,31,0,31,Corporate VC (e.g. Google Ventures),Medium,Closed,28.3206106870229,4.21,0.0,Crítico (< 6m)
BE02CACA,Robotics,2020,China,Shanghai,Seed,0.62,19.56,0.82,0.93,0.6,48,23,25,Corporate VC (e.g. Google Ventures),High,Closed,23.853658536585364,13.61,0.4792,Crítico (< 6m)
CA11B22A,Generative AI,2020,Japan,Kyoto,Series B,55.17,460.55,18.33,2.0,26.3,197,10,187,Tier 2 (Mid-size VC),High,Independent,25.125477359519916,1.31,0.0508,Saludable (> 18m)
9BA63857,Cybersecurity,2023,Japan,Tokyo,Pre-IPO,84.0,297.25,10.64,2.01,39.8,165,0,165,Tier 2 (Mid-size VC),High,Independent,27.93703007518797,2.27,0.0,Saludable (> 18m)
4F653BDB,Generative AI,2021,Japan,Kyoto,Series A,12.06,91.14,3.67,1.11,10.0,60,0,60,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,24.833787465940055,3.63,0.0,Moderado (6-18m)
BAC3DDDC,Robotics,2018,China,Shanghai,Seed,4.65,41.28,3.37,0.24,13.7,21,0,21,Tier 2 (Mid-size VC),Medium,Closed,12.249258160237389,0.85,0.0,Moderado (6-18m)
90964E08,EdTech,2019,USA,Boston,Series B,19.29,225.63,30.29,1.07,16.5,77,0,77,Corporate VC (e.g. Google Ventures),Low,Independent,7.448993067018818,0.42,0.0,Moderado (6-18m)
310C6E5E,SpaceTech,2019,China,Shanghai,Seed,2.89,26.22,1.39,0.64,3.9,42,0,42,Tier 3 (Angel/Seed),High,Independent,18.863309352517987,5.53,0.0,Crítico (< 6m)
69960611,Web3/Crypto,2013,UK,London,Series B,8.44,97.67,3.27,0.49,14.3,25,14,11,Corporate VC (e.g. Google Ventures),Medium,Closed,29.868501529051986,1.8,0.56,Moderado (6-18m)
C3C2A6F9,Web3/Crypto,2022,USA,Austin,Seed,0.0,49.61,4.98,0.41,0.0,29,28,1,Bootstrapped,High,Closed,9.961847389558232,0.99,0.9655,Crítico (< 6m)
C52AFF14,Robotics,2014,UK,Cambridge,Series A,21.2,221.66,18.22,2.59,7.9,211,78,133,Tier 2 (Mid-size VC),Medium,Independent,12.165751920965972,1.71,0.3697,Moderado (6-18m)
86B12DEC,Generative AI,2020,UK,London,Series B,71.51,424.69,56.96,4.02,17.4,212,0,212,Tier 3 (Angel/Seed),Medium,Independent,7.455933988764045,0.85,0.0,Moderado (6-18m)
B66001F3,ClimateTech,2021,Israel,Jerusalem,Series A,4.63,27.95,1.16,0.85,4.9,54,0,54,Tier 3 (Angel/Seed),Low,Independent,24.094827586206897,8.79,0.0,Crítico (< 6m)
892C7F29,HealthTech,2021,USA,New York,Series C+,56.46,616.44,46.63,3.16,17.3,191,50,141,Tier 3 (Angel/Seed),Low,Independent,13.219815569375939,0.81,0.2618,Moderado (6-18m)
B125C74B,Generative AI,2020,India,Delhi NCR,Series A,13.89,134.62,4.49,0.67,18.0,35,0,35,Tier 2 (Mid-size VC),Low,Independent,29.98218262806236,1.79,0.0,Moderado (6-18m)
C26B2B32,ClimateTech,2021,China,Hangzhou,Seed,0.0,25.97,0.95,0.66,0.0,34,14,20,Bootstrapped,High,Independent,27.33684210526316,8.34,0.4118,Crítico (< 6m)
2CBE548B,Generative AI,2018,USA,San Francisco,Series A,14.4,154.85,12.5,0.51,23.6,27,0,27,Tier 3 (Angel/Seed),Low,Closed,12.388,0.49,0.0,Saludable (> 18m)
91D0B3E0,Autonomous Vehicles,2021,USA,San Francisco,Pre-IPO,370.49,4309.22,377.35,31.1,11.9,2147,0,2147,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,11.419689943023718,0.99,0.0,Moderado (6-18m)
4B921E5E,Generative AI,2018,USA,Boston,Series C+,196.64,2062.76,103.81,10.41,18.7,664,0,664,Tier 3 (Angel/Seed),Low,Independent,19.870532703978423,1.2,0.0,Saludable (> 18m)
F71E9D01,Generative AI,2022,USA,New York,Seed,25.67,90.36,12.53,3.65,6.8,189,107,82,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),7.211492418196329,3.5,0.5661,Moderado (6-18m)
C0449797,Generative AI,2016,USA,Austin,Seed,9.91,88.73,3.11,0.36,21.5,31,0,31,Tier 3 (Angel/Seed),High,Closed,28.530546623794216,1.39,0.0,Saludable (> 18m)
941C2BD6,Web3/Crypto,2018,France,Lyon,Series A,3.69,28.09,4.82,0.47,6.5,32,24,8,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,5.827800829875518,1.17,0.75,Moderado (6-18m)
86060476,ClimateTech,2019,USA,Miami,Series B,34.87,263.18,12.4,2.26,14.8,122,19,103,Tier 2 (Mid-size VC),Medium,Independent,21.224193548387095,2.19,0.1557,Moderado (6-18m)
EE5111D3,Cybersecurity,2021,Germany,Berlin,Pre-IPO,1095.98,8310.96,1244.74,53.04,20.6,3307,0,3307,Tier 2 (Mid-size VC),High,Independent,6.676864244741873,0.51,0.0,Saludable (> 18m)
65D13D1C,HealthTech,2021,Israel,Jerusalem,Series B,51.94,246.54,15.63,1.9,26.0,127,0,127,Corporate VC (e.g. Google Ventures),High,Independent,15.773512476007676,1.46,0.0,Saludable (> 18m)
EC96E165,SpaceTech,2017,China,Hangzhou,Series C+,69.25,753.68,43.33,5.28,12.9,289,130,159,Corporate VC (e.g. Google Ventures),High,Independent,17.39395338102931,1.46,0.4498,Moderado (6-18m)
02C6802D,Robotics,2015,USA,Miami,Series B,37.47,232.25,8.66,2.06,17.3,107,0,107,Corporate VC (e.g. Google Ventures),Low,Independent,26.818706697459582,2.85,0.0,Moderado (6-18m)
712AE6A4,HealthTech,2018,China,Shenzhen,Seed,1.16,21.78,1.04,0.08,6.4,7,0,7,Tier 3 (Angel/Seed),Medium,Acquired,20.942307692307693,0.92,0.0,Moderado (6-18m)
EBD999BF,FinTech,2019,USA,San Francisco,Series C+,0.0,47.66,1.67,0.49,0.0,48,23,25,Bootstrapped,Medium,Acquired,28.53892215568862,3.52,0.4792,Crítico (< 6m)
F86F60F9,ClimateTech,2020,USA,San Francisco,Seed,1.37,16.29,1.29,0.51,2.2,36,18,18,Tier 2 (Mid-size VC),High,Closed,12.627906976744185,4.74,0.5,Crítico (< 6m)
15C236FF,Robotics,2019,China,Beijing,Series A,18.23,158.8,23.05,0.9,18.2,59,0,59,Corporate VC (e.g. Google Ventures),Low,Independent,6.889370932754881,0.47,0.0,Saludable (> 18m)
630486E9,Web3/Crypto,2020,USA,San Francisco,Series C+,192.64,2029.97,153.33,18.24,10.5,1134,1009,125,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),13.239222591795473,1.43,0.8898,Moderado (6-18m)
ED3A5C5C,Generative AI,2019,India,Delhi NCR,Post-IPO,768.41,7025.38,249.21,34.78,22.0,2450,0,2450,Tier 3 (Angel/Seed),High,Independent,28.19060230327836,1.67,0.0,Saludable (> 18m)
0F9B67F9,Web3/Crypto,2023,China,Shanghai,Seed,1.2,22.67,3.09,0.65,1.6,37,31,6,Tier 3 (Angel/Seed),Medium,Closed,7.336569579288027,2.52,0.8378,Crítico (< 6m)
01800946,Generative AI,2018,Germany,Munich,Series A,61.86,434.62,37.39,3.47,17.3,319,106,213,Tier 3 (Angel/Seed),High,Closed,11.623963626638139,1.11,0.3323,Moderado (6-18m)
C6AB24A0,HealthTech,2020,USA,Austin,Series A,20.01,127.39,8.95,1.88,10.1,126,66,60,Tier 2 (Mid-size VC),High,Closed,14.233519553072627,2.52,0.5238,Moderado (6-18m)
963E96E3,SpaceTech,2020,USA,Seattle,Series A,11.38,134.3,11.53,0.88,11.6,60,0,60,Tier 3 (Angel/Seed),Low,Independent,11.647875108412837,0.92,0.0,Moderado (6-18m)
D15C3545,HealthTech,2018,China,Beijing,Series B,0.0,15.09,0.51,0.89,0.0,45,0,45,Bootstrapped,Medium,Independent,29.588235294117645,20.94,0.0,Crítico (< 6m)
8CC8AF20,FinTech,2019,Israel,Tel Aviv,Series C+,52.74,357.66,12.21,3.24,15.8,229,80,149,Tier 3 (Angel/Seed),High,Independent,29.292383292383292,3.18,0.3493,Moderado (6-18m)
DAA4D279,HealthTech,2019,Germany,Munich,Post-IPO,205.78,927.45,114.75,14.34,14.3,825,243,582,Tier 3 (Angel/Seed),Medium,Independent,8.08235294117647,1.5,0.2945,Moderado (6-18m)
8DD8A69F,HealthTech,2016,UK,Oxford,Series C+,200.96,1783.99,204.82,9.57,20.8,870,251,619,Tier 2 (Mid-size VC),Medium,Independent,8.710038082218533,0.56,0.2885,Saludable (> 18m)
FE2F3CFD,Cybersecurity,2019,China,Hangzhou,Seed,1.01,14.61,0.75,0.2,3.4,17,8,9,Corporate VC (e.g. Google Ventures),Low,Independent,19.48,3.2,0.4706,Crítico (< 6m)
4654ABE2,ClimateTech,2019,UK,Cambridge,Series A,24.98,224.47,13.03,2.72,8.9,145,0,145,Corporate VC (e.g. Google Ventures),Medium,Closed,17.227168073676133,2.5,0.0,Moderado (6-18m)
05018A04,EdTech,2016,USA,Boston,Series B,8.2,85.49,15.18,0.73,9.9,47,0,47,Tier 2 (Mid-size VC),Medium,Closed,5.631752305665349,0.58,0.0,Moderado (6-18m)
E4295CAE,Robotics,2019,China,Shenzhen,Series B,7.92,110.08,3.67,0.5,13.2,36,9,27,Tier 3 (Angel/Seed),Medium,Acquired,29.994550408719345,1.63,0.25,Moderado (6-18m)
E8B9EC2F,FinTech,2019,China,Shanghai,Seed,1.29,24.41,2.6,0.12,5.9,10,4,6,Tier 3 (Angel/Seed),High,Independent,9.388461538461538,0.55,0.4,Crítico (< 6m)
889B01F8,FinTech,2015,USA,Seattle,Seed,1.39,18.98,0.64,0.36,3.0,18,0,18,Corporate VC (e.g. Google Ventures),High,Closed,29.65625,6.75,0.0,Crítico (< 6m)
050DC3FB,HealthTech,2015,Israel,Tel Aviv,Seed,1.44,31.41,1.38,0.84,1.5,43,0,43,Tier 3 (Angel/Seed),Medium,Independent,22.760869565217394,7.3,0.0,Crítico (< 6m)
93470204,HealthTech,2020,Germany,Berlin,Series A,3.83,51.24,7.36,0.41,7.5,23,7,16,Tier 3 (Angel/Seed),High,Independent,6.961956521739131,0.67,0.3043,Moderado (6-18m)
7CE70351,SpaceTech,2021,USA,Austin,Seed,5.11,53.75,6.91,0.73,6.2,39,0,39,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired,7.778581765557163,1.27,0.0,Moderado (6-18m)
7DF503C0,Generative AI,2023,Japan,Tokyo,Series A,12.27,107.45,4.12,0.54,19.2,49,0,49,Tier 3 (Angel/Seed),Medium,Independent,26.08009708737864,1.57,0.0,Saludable (> 18m)
5908C198,Robotics,2014,USA,Seattle,Series A,1.63,24.12,0.86,0.46,2.9,33,0,33,Tier 2 (Mid-size VC),High,Independent,28.046511627906977,6.42,0.0,Crítico (< 6m)
B9BBA8B2,Generative AI,2015,USA,Boston,Series A,0.0,47.99,1.61,0.33,0.0,19,0,19,Bootstrapped,High,Independent,29.807453416149066,2.46,0.0,Crítico (< 6m)
D6331680,ClimateTech,2014,France,Lyon,Series B,14.27,135.38,5.14,0.88,14.6,54,0,54,Tier 3 (Angel/Seed),Low,Independent,26.338521400778212,2.05,0.0,Moderado (6-18m)
5E7D69F0,ClimateTech,2020,USA,Boston,Series A,1.82,31.83,2.22,0.14,7.6,9,0,9,Tier 2 (Mid-size VC),High,Acquired,14.337837837837835,0.76,0.0,Moderado (6-18m)
AA6E64EC,Web3/Crypto,2020,Germany,Berlin,Series A,0.0,47.01,4.39,0.38,0.0,35,31,4,Bootstrapped,High,Acquired (Fire Sale),10.708428246013668,1.04,0.8857,Crítico (< 6m)
A8322066,Cybersecurity,2019,USA,San Francisco,Series B,70.71,833.84,39.7,4.75,14.6,322,159,163,Tier 3 (Angel/Seed),Medium,Independent,21.00352644836272,1.44,0.4938,Moderado (6-18m)
08B44488,Generative AI,2021,Israel,Jerusalem,Seed,3.77,23.68,3.01,0.66,5.0,41,0,41,Tier 3 (Angel/Seed),Medium,Closed,7.867109634551496,2.63,0.0,Crítico (< 6m)
84724788,Autonomous Vehicles,2020,Canada,Montreal,Series A,0.0,22.23,2.19,0.51,0.0,40,21,19,Bootstrapped,High,Closed,10.15068493150685,2.79,0.525,Crítico (< 6m)
1F3A5313,EdTech,2024,China,Hangzhou,Seed,1.02,28.79,1.56,0.38,2.1,34,11,23,Tier 3 (Angel/Seed),Low,Independent,18.455128205128204,2.92,0.3235,Crítico (< 6m)
7B1F1A3D,HealthTech,2015,India,Mumbai,Seed,1.31,25.11,1.02,0.3,3.3,20,0,20,Corporate VC (e.g. Google Ventures),Medium,Independent,24.61764705882353,3.53,0.0,Crítico (< 6m)
512A200C,FinTech,2014,Singapore,Singapore,Seed,1.45,17.13,0.78,0.27,3.9,16,7,9,Tier 2 (Mid-size VC),High,Independent,21.96153846153846,4.15,0.4375,Crítico (< 6m)
A3394CBB,Web3/Crypto,2018,China,Beijing,Seed,15.53,142.93,4.79,0.97,14.5,69,33,36,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,29.839248434237998,2.43,0.4783,Moderado (6-18m)
96A5547A,FinTech,2012,China,Shenzhen,Series A,0.0,27.66,1.0,0.2,0.0,12,0,12,Bootstrapped,High,Acquired,27.66,2.4,0.0,Crítico (< 6m)
42CA2ED6,Autonomous Vehicles,2023,India,Bengaluru,Series A,7.87,104.23,6.46,0.44,14.6,33,3,30,Tier 3 (Angel/Seed),Medium,Independent,16.13467492260062,0.82,0.0909,Moderado (6-18m)
E8F9EA88,Generative AI,2018,USA,New York,Series B,104.7,732.35,27.98,5.99,17.2,418,34,384,Tier 3 (Angel/Seed),Medium,Closed,26.174052894924948,2.57,0.0813,Moderado (6-18m)
9C362B3C,Generative AI,2020,Singapore,Singapore,Series B,100.43,876.62,152.44,4.56,21.6,412,0,412,Tier 3 (Angel/Seed),High,Independent,5.750590396221464,0.36,0.0,Saludable (> 18m)
D4BCC1FC,HealthTech,2018,USA,Austin,Series A,17.81,73.77,4.2,0.66,23.4,46,0,46,Tier 3 (Angel/Seed),Low,Independent,17.564285714285713,1.89,0.0,Saludable (> 18m)
12D72696,FinTech,2017,USA,Miami,Seed,2.43,37.54,1.25,0.57,3.6,43,19,24,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,30.032,5.47,0.4419,Crítico (< 6m)
FCE7A936,Cybersecurity,2016,India,Delhi NCR,Seed,2.39,34.17,3.26,0.36,5.2,20,8,12,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired,10.481595092024541,1.33,0.4,Crítico (< 6m)
A0DEE61F,Web3/Crypto,2018,USA,Boston,Series B,31.68,124.17,5.13,2.02,14.9,165,96,69,Corporate VC (e.g. Google Ventures),Low,Acquired (Fire Sale),24.2046783625731,4.73,0.5818,Moderado (6-18m)
87810F74,HealthTech,2020,USA,Austin,Seed,1.47,24.38,1.17,0.1,7.4,9,0,9,Tier 3 (Angel/Seed),High,Independent,20.837606837606838,1.03,0.0,Moderado (6-18m)
169F5DA2,Generative AI,2024,USA,Austin,Series A,9.87,97.27,3.43,0.88,10.1,44,0,44,Tier 2 (Mid-size VC),Medium,Independent,28.358600583090375,3.08,0.0,Moderado (6-18m)
429ECE5E,Cybersecurity,2020,Israel,Jerusalem,Series B,21.58,112.73,4.95,2.1,9.8,114,58,56,Corporate VC (e.g. Google Ventures),Medium,Closed,22.773737373737372,5.09,0.5088,Moderado (6-18m)
8BE95A3E,FinTech,2020,China,Shenzhen,Seed,0.0,42.81,2.07,0.28,0.0,14,5,9,Bootstrapped,High,Independent,20.68115942028986,1.62,0.3571,Crítico (< 6m)
EC6DB091,Generative AI,2013,USA,Boston,Series A,11.81,117.53,16.57,1.0,10.7,66,0,66,Tier 3 (Angel/Seed),High,Independent,7.092939046469523,0.72,0.0,Moderado (6-18m)
E0C24673,HealthTech,2021,UK,London,Seed,2.14,26.46,2.26,0.23,6.5,14,6,8,Tier 3 (Angel/Seed),High,Independent,11.707964601769913,1.22,0.4286,Moderado (6-18m)
9F31828D,Cybersecurity,2013,UK,Cambridge,Series B,10.13,108.7,12.55,0.91,10.0,58,0,58,Corporate VC (e.g. Google Ventures),Low,Independent,8.661354581673306,0.87,0.0,Moderado (6-18m)
105E665E,Cybersecurity,2022,China,Hangzhou,Seed,0.93,20.12,1.7,0.49,1.6,38,0,38,Tier 2 (Mid-size VC),High,Independent,11.83529411764706,3.46,0.0,Crítico (< 6m)
947FAADA,HealthTech,2020,USA,New York,Seed,1.29,23.72,2.24,0.27,3.5,20,0,20,Tier 3 (Angel/Seed),Medium,Independent,10.589285714285714,1.45,0.0,Crítico (< 6m)
B2020BFA,SpaceTech,2016,USA,Seattle,Series C+,287.97,1383.16,183.97,12.99,22.0,713,218,495,Corporate VC (e.g. Google Ventures),High,Closed,7.518399739087895,0.85,0.3058,Saludable (> 18m)
30FADEA5,Web3/Crypto,2019,UK,Oxford,Series A,11.72,116.97,17.56,0.55,18.0,51,0,51,Tier 3 (Angel/Seed),High,Acquired,6.661161731207289,0.38,0.0,Moderado (6-18m)
34878F92,ClimateTech,2025,USA,Miami,Seed,2.35,25.94,1.93,0.96,2.2,51,24,27,Tier 3 (Angel/Seed),High,Independent,13.440414507772022,5.97,0.4706,Crítico (< 6m)
52D55BD0,HealthTech,2018,USA,Boston,Series B,26.7,289.24,13.97,2.36,10.9,219,70,149,Corporate VC (e.g. Google Ventures),High,Independent,20.70436649964209,2.03,0.3196,Moderado (6-18m)
4F94CC0E,Robotics,2018,USA,San Francisco,Series A,9.11,97.01,5.06,0.73,11.0,49,0,49,Tier 2 (Mid-size VC),High,Independent,19.171936758893285,1.73,0.0,Moderado (6-18m)
FF07CC48,Cybersecurity,2015,USA,New York,Seed,1.0,29.25,2.69,0.3,2.5,26,0,26,Tier 3 (Angel/Seed),High,Independent,10.87360594795539,1.34,0.0,Crítico (< 6m)
78871E53,Robotics,2020,Germany,Berlin,Series C+,49.64,306.4,18.82,3.13,15.4,180,46,134,Tier 2 (Mid-size VC),High,Independent,16.280552603613177,2.0,0.2556,Moderado (6-18m)
119FDFA9,Generative AI,2014,China,Beijing,Series A,82.14,347.07,12.65,4.78,16.8,461,99,362,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,27.436363636363634,4.53,0.2148,Moderado (6-18m)
728B2B0D,FinTech,2021,USA,New York,Seed,0.37,14.38,0.64,0.68,0.5,36,19,17,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale),22.46875,12.75,0.5278,Crítico (< 6m)
190FF9DA,Robotics,2022,USA,New York,Pre-IPO,122.38,1434.25,62.0,5.92,20.3,337,0,337,Corporate VC (e.g. Google Ventures),High,Closed,23.133064516129032,1.15,0.0,Saludable (> 18m)
EE5F2839,ClimateTech,2023,USA,San Francisco,Seed,1.41,22.67,4.38,0.22,4.4,18,5,13,Tier 2 (Mid-size VC),High,Independent,5.1757990867579915,0.6,0.2778,Crítico (< 6m)
12530319,Generative AI,2015,China,Hangzhou,Seed,5.53,30.15,1.05,1.05,4.8,56,0,56,Tier 3 (Angel/Seed),High,Independent,28.71428571428571,12.0,0.0,Crítico (< 6m)
FC8FD8B0,ClimateTech,2020,UK,Cambridge,Seed,2.84,40.56,2.27,0.46,5.1,34,18,16,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired (Fire Sale),17.867841409691632,2.43,0.5294,Crítico (< 6m)
7C14D2A8,Robotics,2014,USA,New York,Seed,1.31,18.52,0.84,0.09,6.9,8,0,8,Tier 2 (Mid-size VC),Low,Independent,22.047619047619047,1.29,0.0,Moderado (6-18m)
09A380BE,Generative AI,2020,USA,Miami,Seed,1.62,28.13,0.95,0.15,6.5,8,4,4,Tier 2 (Mid-size VC),High,Independent,29.610526315789475,1.89,0.5,Moderado (6-18m)
87671460,Generative AI,2021,USA,Boston,Series B,35.99,177.78,27.96,2.62,13.2,186,28,158,Tier 2 (Mid-size VC),High,Independent,6.358369098712446,1.12,0.1505,Moderado (6-18m)
651E7593,Web3/Crypto,2020,USA,Boston,Series B,76.14,417.34,16.07,4.12,18.0,256,100,156,Tier 3 (Angel/Seed),High,Independent,25.970130678282512,3.08,0.3906,Moderado (6-18m)
02B33B90,EdTech,2022,Canada,Toronto,Series B,68.15,569.64,22.64,3.57,18.6,220,97,123,Corporate VC (e.g. Google Ventures),Medium,Independent,25.160777385159008,1.89,0.4409,Saludable (> 18m)
70A4B351,Robotics,2021,UK,Cambridge,Series A,10.72,97.7,5.07,0.29,27.5,29,0,29,Tier 3 (Angel/Seed),High,Acquired,19.270216962524653,0.69,0.0,Saludable (> 18m)
06889F54,Cybersecurity,2018,Germany,Berlin,Series A,3.27,39.24,3.07,0.27,8.8,14,0,14,Corporate VC (e.g. Google Ventures),Medium,Independent,12.781758957654725,1.06,0.0,Moderado (6-18m)
648E3568,FinTech,2020,USA,Boston,Series A,12.27,68.62,2.38,0.77,14.1,41,0,41,Tier 2 (Mid-size VC),Medium,Independent,28.831932773109248,3.88,0.0,Moderado (6-18m)
3A080F22,Web3/Crypto,2012,USA,Austin,Series C+,128.82,1420.43,66.62,7.36,17.3,576,321,255,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),21.32137496247373,1.33,0.5573,Moderado (6-18m)
06A4B883,HealthTech,2019,USA,Miami,Seed,0.8,17.5,0.7,0.14,3.3,12,0,12,Corporate VC (e.g. Google Ventures),High,Independent,25.0,2.4,0.0,Crítico (< 6m)
53590288,ClimateTech,2017,UK,Oxford,Series C+,48.37,333.01,34.83,6.63,7.2,408,165,243,Tier 2 (Mid-size VC),High,Closed,9.561010623026126,2.28,0.4044,Moderado (6-18m)
7AE1A71C,Generative AI,2023,China,Hangzhou,Seed,48.73,544.88,32.96,1.59,28.8,141,0,141,Tier 3 (Angel/Seed),High,Acquired,16.531553398058254,0.58,0.0,Saludable (> 18m)
7C18703D,HealthTech,2019,China,Hangzhou,Seed,2.36,35.36,5.08,0.57,3.5,34,18,16,Tier 2 (Mid-size VC),Medium,Closed,6.960629921259843,1.35,0.5294,Crítico (< 6m)
CE5E79EE,Web3/Crypto,2020,USA,Boston,Seed,0.0,49.61,6.64,0.25,0.0,15,0,15,Bootstrapped,High,Independent,7.471385542168675,0.45,0.0,Crítico (< 6m)
919EAE13,FinTech,2021,China,Beijing,Series A,2.87,45.98,1.59,0.54,4.5,35,0,35,Tier 3 (Angel/Seed),High,Closed,28.918238993710688,4.08,0.0,Crítico (< 6m)
EA061F1D,Robotics,2021,Germany,Berlin,Pre-IPO,134.71,857.92,31.09,4.57,28.8,439,0,439,Tier 3 (Angel/Seed),High,Closed,27.594724991958827,1.76,0.0,Saludable (> 18m)
14D39F21,Generative AI,2021,China,Beijing,Seed,6.53,74.71,2.75,0.55,10.0,51,0,51,Corporate VC (e.g. Google Ventures),High,IPO,27.167272727272724,2.4,0.0,Moderado (6-18m)
B2BF270F,ClimateTech,2018,USA,Austin,Series A,49.09,557.48,40.46,1.53,30.1,147,50,97,Tier 3 (Angel/Seed),High,Closed,13.778546712802768,0.45,0.3401,Saludable (> 18m)
736E7BA2,ClimateTech,2020,USA,San Francisco,Seed,2.38,28.92,2.04,0.79,2.7,40,0,40,Tier 2 (Mid-size VC),Medium,Independent,14.176470588235295,4.65,0.0,Crítico (< 6m)
536EA7F4,HealthTech,2020,India,Mumbai,Series B,29.87,350.0,12.99,1.12,24.5,112,31,81,Tier 2 (Mid-size VC),Medium,Closed,26.943802925327173,1.03,0.2768,Saludable (> 18m)
005C3980,Web3/Crypto,2020,USA,Austin,Series A,22.35,195.14,16.59,2.4,8.9,180,116,64,Tier 3 (Angel/Seed),Medium,Closed,11.762507534659433,1.74,0.6444,Moderado (6-18m)
007ACD34,Generative AI,2012,China,Shanghai,Series B,13.48,52.94,1.78,0.63,18.5,39,0,39,Tier 3 (Angel/Seed),High,Independent,29.741573033707862,4.25,0.0,Saludable (> 18m)
98E78F5E,SpaceTech,2018,Singapore,Singapore,Series C+,42.18,165.39,16.24,4.02,10.2,277,126,151,Corporate VC (e.g. Google Ventures),Low,Closed,10.18411330049261,2.97,0.4549,Moderado (6-18m)
46E6E87B,Web3/Crypto,2023,USA,Miami,Seed,1.85,31.98,1.57,0.71,2.3,43,35,8,Tier 3 (Angel/Seed),Low,Acquired (Fire Sale),20.369426751592357,5.43,0.814,Crítico (< 6m)
1B4AF419,SpaceTech,2018,USA,Seattle,Pre-IPO,382.93,4090.18,226.37,32.17,11.9,2395,0,2395,Tier 3 (Angel/Seed),High,Independent,18.068560321597385,1.71,0.0,Moderado (6-18m)
